gene_id	MW1_cornea_mock_1	MW2_cornea_mock_2	MW3_cornea_mock_3	MW4_cornea_CoV2_1	MW5_cornea_CoV2_2	MW6_cornea_CoV2_3
SEC23B	1166.79429494095	1085.03659293689	1005.85428498834	875.24291127369	750.316212493561	976.737637645783
SEC23IP	1901.112672249	1911.93948029606	2005.86057994768	1772.52431311902	1777.1690475574	1729.36081733859
SEC24A	1709.12107494744	1743.05878478249	1801.18092893261	1678.07363924056	1857.4538734649	1611.17110319424
SEC24B	1139.08416749537	1190.91516369928	1238.79922114359	1115.56740369776	1204.27238861252	1204.1970875085
SEC24B-AS1	4.94823704385477	8.75029510432978	11.695980058004	12.5934231837941	13.8763896630249	7.80498112274027
SEC24C	3114.42039540219	2914.72329925225	3245.63446609611	2819.87734123789	2987.38846031122	2875.57804507817
SEC24D	4004.11341588728	3959.50853470922	3652.06977311175	3871.4281770847	3707.9695520983	3913.64053440262
SEC31A	9502.59441901869	9719.82780188952	8688.1638530873	9734.71612107283	9429.99794671564	9710.51151399215
SEC31B	346.376593069834	343.011568089727	798.250638958772	544.665552699095	797.892405623932	480.563837700151
SEC61A1	15115.8745215675	14834.3752903703	12355.8282662764	14509.7224115948	13339.1751489278	15702.5070216502
SEC61A2	189.022655075252	192.506492295255	251.463571247086	194.148607416826	236.889794961639	182.859557732772
SEC61B	1561.66361104056	1403.5473347345	1231.97656610975	1259.34231837941	1042.7115661073	1360.2967099633
SEC61G	1205.39054388302	1272.29290816955	978.563664853001	1013.77056629542	738.422164210968	1004.612570227
SEC62	3980.36187807677	4096.01313833677	4022.44247494854	3809.51051309771	3720.85477107111	3609.24627061575
SEC63	3818.05970303834	4137.13952532712	4190.08485577993	4152.6812948561	4338.35411107571	3904.72055597663
SECISBP2	644.260463109891	607.270480240487	730.998753625249	662.204169081173	708.687043504486	619.938500606227
SECISBP2L	2079.24920582777	2215.5747204163	2440.5611721035	1941.48607416826	2074.52025462222	1742.74078497758
SECTM1	117.768041643743	114.62886586672	84.7958554205289	132.230943429838	109.028775923767	143.834652119071
SEH1L	848.127829316707	826.027857848731	933.729074630652	746.1603236398	763.20143146637	695.758317227133
SEL1L	3805.19428672432	4122.26402364976	4308.0193213648	4429.73660489957	4597.04966122211	4249.25472268045
SEL1L3	5529.16007280332	5962.45108409031	5151.10455054592	5927.30451183909	5193.73441673218	5799.10097419602
SELE	0	0	0	0	0	1.11499730324861
