ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
hsa04270	Vascular smooth muscle contraction	107	-0.468175064968982	-1.64159947835222	0.000698186650801085	0.00465513848608558	0.00311703717343158	3345	tags=41%, list=18%, signal=34%	PPP1R12A/ADCY3/CALM1/PRKCA/ROCK1/PLCB2/AGT/GNA12/GNAS/RHOA/ADCY8/ADCY7/ITPR1/ADCY5/PPP1CA/ADCY9/RAF1/PLA2G4B/PRKCD/ADRA1D/PLCB3/PRKACA/PPP1R14A/GUCY1B1/PLCB1/CALM3/CACNA1C/ADRA1B/GNA11/MAP2K1/ADM/PLA2G5/MYL6/MYH9/ADORA2B/CALD1/ADCY6/ACTG2/ACTA2/EDN1/MYL9/RAMP1/MYH10/PLA2G2A
hsa04310	Wnt signaling pathway	164	-0.425022363081525	-1.58614985484147	0.000693043471053011	0.00465513848608558	0.00311703717343158	1786	tags=22%, list=10%, signal=20%	NLK/PLCB3/PRKACA/TLE3/CELSR2/PLCB1/RAC2/WNT4/AXIN2/TCF7/WNT2/FZD7/WNT9A/CCND1/DKK2/FOSL1/RSPO2/DKK1/WNT8B/CCND3/WNT5B/DAAM2/FZD1/RSPO1/SOST/FZD4/ANKRD6/FZD8/ROR1/GPC4/NKD1/TLE2/FZD5/WNT2B/SFRP1/BAMBI
hsa04714	Thermogenesis	204	-0.389793335959784	-1.49526843003551	0.000698270772912838	0.00465513848608558	0.00311703717343158	4987	tags=47%, list=27%, signal=34%	SMARCE1/ATP5F1D/SOS2/PRKAA2/ATP5PD/COX4I2/COX6A1/NDUFV3/MAPK13/NDUFB4/UQCRH/KDM3A/COX10/SDHB/NDUFB7/NDUFAB1/ATP5F1B/MTOR/COX19/NRAS/SMARCB1/RPTOR/SIRT6/ADCY1/COX4I1/NDUFA7/NDUFS8/NDUFB6/ARID1A/CREB3/NDUFB8/HRAS/RHEB/UQCR10/SMARCC1/NDUFS6/RPS6KB2/COX20/PLIN1/NDUFA6/ADCY3/NDUFA8/NDUFC1/MAPK11/ATP5ME/NDUFAF8/ATP5MF/FGFR1/GNAS/ATP5MG/ADCY8/MAP3K5/NDUFAF1/COX6B1/UQCR11/NDUFA12/KRAS/GRB2/COX8A/NDUFA13/ATP5MC1/ADCY7/ADCY5/NDUFA11/ACTL6A/ADCY9/COX7A2/UQCRC1/NDUFB11/SMARCA4/NDUFAF3/NDUFA1/NDUFB2/PNPLA2/NDUFA3/PRKAB1/ATP5F1E/CPT1A/PRKACA/CREB5/COX5B/RPS6KA1/SMARCD3/SLC25A20/CREB3L2/COX7A1/DPF1/PRKAG2/CNR1/RPS6KA6/ACTG1/ADCY6/MGLL/ACTB/MAP2K3
hsa05120	Epithelial cell signaling in Helicobacter pylori infection	66	0.552735464144301	1.81039137607136	0.000829812713264422	0.005334510299557	0.0035719381830367	199	tags=9%, list=1%, signal=9%	CXCL1/CXCL3/CXCL2/CXCL8/NFKBIA/ADAM17
hsa04934	Cushing syndrome	142	-0.437535216543199	-1.61450127178085	0.000824511582186557	0.005334510299557	0.0035719381830367	1837	tags=32%, list=10%, signal=29%	MEN1/PLCB2/ORAI1/AGT/GNAS/ADCY8/TCF7L1/CAMK2B/ADCY7/ITPR1/ADCY5/RAP1B/ADCY9/GNAI1/PLCB3/PRKACA/CREB5/PLCB1/GNAI2/CREB3L2/WNT4/AXIN2/TCF7/WNT2/FZD7/WNT9A/CACNA1C/E2F2/CCND1/GNA11/NCEH1/MAP2K1/WNT8B/WNT5B/FZD1/CDKN2C/ADCY6/FZD4/E2F1/FZD8/CDK2/KCNK3/CCNE2/FZD5/WNT2B/NR4A1
hsa05200	Pathways in cancer	472	-0.327206510628524	-1.34964029995217	0.000867022245803907	0.00547592997349836	0.00366663147348282	3338	tags=30%, list=18%, signal=25%	TXNRD2/ADCY3/GNG12/CRK/CALM1/PRKCA/HES1/IL4R/PTCH2/ROCK1/PLCB2/AKT3/AGT/CBL/GNA12/FGFR1/GNAS/PTGER4/LAMB2/DLL1/RHOA/ADCY8/EPOR/TCF7L1/GNB2/ELOB/CAMK2B/TRAF1/GSTO2/RXRA/FOXO1/NOTCH1/LAMA3/KRAS/GRB2/PLEKHG5/ADCY7/ADCY5/APAF1/ADCY9/LAMA1/ELK1/TGFB3/CSF1R/IKBKG/LPAR2/TXNRD1/RAF1/LRP5/PPARD/PLCG1/GNAI1/IL6R/COL4A2/PLCB3/GNB1/BCL2L1/MITF/PRKACA/KIT/GNB4/PDGFRB/BRCA2/FADD/IGF1R/IGF2/ERBB2/RARB/AKT1/PLCB1/GNAI2/RAC2/TPM3/CALM3/MSH2/EML4/KIF7/TRAF4/WNT4/PTGER3/AXIN2/TCF7/RASSF1/WNT2/FZD7/WNT9A/COL4A1/E2F2/HSP90AA1/TRAF5/JAK3/CTNNA1/CCND1/GNA11/GNG2/FGF1/CKS2/MAP2K1/ITGA6/GLI2/DAPK3/WNT8B/CEBPA/CCND3/WNT5B/EGLN3/FGF7/CCNA2/FZD1/HHIP/ARNT2/PGF/MET/RAD51/SKP2/CKS1B/SLC2A1/TGFB1/ADCY6/FZD4/GADD45B/E2F1/FZD8/BIRC5/FGF5/DAPK1/FOS/BMP4/CDK2/ITGA3/NOTCH3/EDN1/CCNE2/FZD5/WNT2B/FGFR3/HEYL/RASGRP2/FGFR2/IL7R/PTGS2
hsa04261	Adrenergic signaling in cardiomyocytes	124	-0.447959667413205	-1.6077623333461	0.00088641901367832	0.00550191111938268	0.00368402820566852	3319	tags=36%, list=18%, signal=30%	ADCY3/CALM1/PRKCA/MAPK11/PLCB2/AKT3/ATP1A2/AGT/GNAS/ADCY8/TNNC1/CAMK2B/ADCY7/ADCY5/PPP1CA/ADCY9/PPP2R1A/GNAI1/ADRA1D/PLCB3/PRKACA/CACNA2D4/CREB5/ATP1A3/PPP2R5B/AKT1/PLCB1/GNAI2/TPM3/CALM3/CREB3L2/TPM4/CACNA1C/ATP2A3/ADRA1B/RAPGEF3/ATP2A2/ATP1B1/SLC8A1/CACNB3/TPM2/TPM1/ADCY6/TNNT2/ACTC1
hsa00100	Steroid biosynthesis	20	0.745366206750245	1.93832091377509	0.000929190357100277	0.00566963607722203	0.00379633526808142	3450	tags=75%, list=19%, signal=61%	MSMO1/LSS/DHCR7/FDFT1/SC5D/CYP51A1/HSD17B7/SQLE/LIPA/NSDHL/CEL/LBR/CYP2R1/EBP/DHCR24
hsa03410	Base excision repair	43	-0.598106936456064	-1.8006511205801	0.0010176925193461	0.00600605421253434	0.00402159770371451	4391	tags=63%, list=24%, signal=48%	UNG/NTHL1/PARP2/PARG/MUTYH/POLD4/LIG3/XRCC1/POLD2/POLE4/POLE3/TDP1/POLG/POLD1/PCNA/PARP1/NEIL3/PNKP/RFC4/POLD3/POLE2/RFC5/RFC3/POLE/RFC2/LIG1/FEN1
hsa04921	Oxytocin signaling pathway	129	-0.437641441984947	-1.58086337363434	0.00100249080021478	0.00600605421253434	0.00402159770371451	3345	tags=36%, list=18%, signal=30%	PPP1R12A/ADCY3/CALM1/PRKCA/ROCK1/PLCB2/GNAS/RHOA/ADCY8/CAMK2B/KRAS/MAPK7/ADCY7/ITPR1/ADCY5/MEF2C/PPP1CA/ADCY9/ELK1/RGS2/RAF1/PLA2G4B/SRC/GNAI1/PLCB3/PRKAB1/PRKACA/CACNA2D4/CAMK1/GUCY1B1/PLCB1/GNAI2/CALM3/CACNA1C/CCND1/MAP2K1/PRKAG2/CACNB3/ACTG1/MYL6/ADCY6/ACTB/FOS/RCAN1/MYL9/OXTR/PTGS2
